Comments,Negative,Cleaning Ability,Usability,Battery or Charge,Reliability,Noise
"While the good looking, moderately heavy, good picker-up-er works well for lighter cleaning on hardwood floor, it could not handle my pet’s fur on carpet. The machine got stuck every few minutes and I had to open the top nozzle and clean out the rod with disposable chop sticks. My kids love crafting and carpeted floor in their room is always full of bits of paper. The bits of paper and the dog fur worked together and chocked the pipe after every two minutes. I will probably use this on hardwood floors, the car, and stairs only.",1,1,0,0,0,0
"The LG CordZero is easy use and easy to organize, however, the suction power is too low.",1,1,0,0,0,0
Wish is was a little more powerful on the rugs! ,1,1,0,0,0,0
 fact the first time I used it I knew immediately that the LG suction was inferior based on what it was picking up on just the Oriental rug. I’m really not sure how this product got into productio,1,1,0,0,0,0
I expect more suction for spending this type of money.  Returned item.   My old Dyson work better.,1,1,0,0,0,0
barely any suction power. I miss my Dyson V10,1,1,0,0,0,0
"Dope concept, it just doesn’t have the suction I expected for $1000 bucks",1,1,0,0,0,0
"However, with “normal” operation I felt the suction power is not that great - with my “moderately clean” carpets with the usual dog hair etc. I frequently switched to the “Power” mode (and a few times to the “Turbo” mode). This drastically reduced the battery life and had to swap out the provided 2nd battery almost all the time. Without the 2nd battery and the charging station, this would have been a no-go from the very start. Of course, this depends on what type of carpets you have and how dirty they regularly get, but for me I’d appreciate it a bit more under Normal mode",1,1,0,0,0,0
"Although I like how light and versatile it is the suction isn't as good as I thought it would be. The vacuume works well on lighter duty cleaning such as bare floors, thin carpets and furniture. Reluctantly gets plugged easily on medium to heavy duty jobs. ",1,1,0,0,0,0
"On carpet, especially if you have pets, I find the suction on normal and medium somewhat disappointing. It’ll pick up surface level and some hair but it won’t pick up fine dust unless I activate Turbo mode….",1,1,0,0,0,0
Will not pick up larger debris,1,1,0,0,0,0
" I've had some powerful suction vaccuums including a pretty good cordless stick vac. This wasn't as powerful as I was expecting. I clicked the + to boost power, it was better but still not as great as I was expecting. I ran it for about 8 minutes and it started sounding weird, power going up and down and it shut off then beeped. There was a red light on the front flashing. It indicated a clog. I took the motor off the pole and saw a clog, pet hair, at the top of the neck. I tried and tried to get it out, even used a chopstick to pull out the clog..../For the price, $999 I was expecting so much more from this system. It will be passable for light cleaning but if you have pets, or have deeper cleaning needs, I can't recommend.",1,1,0,0,0,0
"I love the technology, but the suction power is low on the spectrum.  Disappointing, but nicely designed.  I’ll use it and my Dyson together.",1,1,0,0,0,0
owever the suction is extremely weak and to even get to enough power it has to be at the most powerful turbo mode which only lasts for seven minutes on a four hour battery charge. If this is how weak it is now I hate to think how useless it will become once it starts to lose power. The features on this otherwise are both useful and well made so it having so little power is extremely disappointing.,1,1,0,0,0,0
" It works as expected on carpet, but is not made for hardwood. It took all of a minute to notice that it did not pick up fine dirt/particles well; the longest I could even try due to my floors being scratched",1,1,0,0,0,0
"I do like the auto dump, however I feel like the suction could be alot better. ",1,1,0,0,0,0
"It does have some issues trying to pick-up larger debris, but a lot of this is toys you wouldn’t want to be trying pull or dig out later.  It would be nice though in the dining area to be able to grab those larger crumbs at times.",1,1,0,0,0,0
" Otherwise, I do like the maneuverability but it does take multiple times for it to pick up some of the slightly bigger pieces on my hardwood floors.",1,1,0,0,0,0
"my only complaint that remains with this one is that the main cleaning head isn’t so great with certain larger items (hair if you get an indoor haircut, nuts, etc), so you have to slightly lift up the head and pull it backward over those items to catch them.  Not a game changer, but something to be aware of. Other than that, it works very well on my carpet and hardwood.  Look for sale prices but most of these aren’t inexpensive, but it’s worth it for what you get.",1,1,0,0,0,0
Hard Floors - debatable on what tools you are using. Reg attachment seems to like to push the stuff away then to pick it up.,1,1,0,0,0,0
I saw a few review videos showing the vacuum had trouble with larger items than Cheerios. For me it was inconsistent but it was definitely challenged with items like the dry dog feed our retriever mix eats,1,1,0,0,0,0
" Although I don’t find it to be overly noisy on hard floors I do think it misses quite a bit, including larger debris such as cereal or dog food and is not very good on edges or corners",1,1,0,0,0,0
It doesn't like picking up items over a certain size with the main head; for example Cheerios might give you a hard time.,1,1,0,0,0,0
"Works well on carpeting but struggles on hard floors, Powerhead does not adjust for flooring types, so it tends to push small debris instead of picking them up. This is especially noticeable on hard floors ",1,1,0,0,0,0
"the disappointing part is that the floor attachment housing goes down so low to the floor that it won’t pick up even dog food crumbs, which is mostly what I got it for. It’s probably good for pet hair and tiny debri but it’s worthless on crumbs and anything larger.",1,1,0,0,0,0
The horrible head! It won't even pick up a Cheerio! On wood floors you have to go over the same area at least twice. And you still leave behind dirt. Just go with the Dyson and hold the trigger.,1,1,0,0,0,0
"we have a mix of hardwood floors and area rugs.  It has a hard time picking up small solid items on floors, a dropped aspirin for example.  It doesn't pick up the schmootz right next to the wall, and when you transition from floor to carpet, it often leaves a smear of hair and debris that you have to hit a few times to pick up.",1,1,0,0,0,0
he only reason i wont put 5 stars is due to the fact that it doesnt pick up larger pieces which is no real issue for me.,1,1,0,0,0,0
Will push around larger items like cereal/pretzels on hardwood floors,1,1,0,0,0,0
Larger cereal isn't easily vacuumed.,1,1,0,0,0,0
I returned my dyson for this vacuum and it sucks on hard floor. It won’t pick up pieces of cereal it breaks them and pushes them around it’s so frustrating for how expensive it is,1,1,0,0,0,0
"I would not recommend this product for heavy duty or deep cleaning - it is perfect for light or maintenance cleaning - otherwise the canister and filters become clogged easily, requiring the consumer to spend more time waiting for the parts to dry before being able to use them for carpet or hard floors.",1,1,0,0,0,0
" However, the small opening from the motor area into the canister is too small and gets clogged with pet hair, before the canister even has a chance to fill up. The design in that particular area is awful. I unclog more than I vacuum. Very frustrating that we spent all this money to help me gets around and contribute to household chores and it causes more frustration than anything else. Very disappointed.",1,1,0,0,0,0
but downside is it gets clogged very easily and is not able to be broken down into the right pieces to get unclogged easily,1,1,0,0,0,0
It did get clogged once and I had to take it apart.,1,1,0,0,0,0
It been 2.5 month since purchase and it gets clogged every time I use it. LG can have it back. Waste of $450 bucks.,1,1,0,0,0,0
"constantly clogs and shuts down, and trying to clear the clog takes forever",1,1,0,0,0,0
Clogs easily. Small debris become trapped in the dust cup inlet. Debris tend to become trapped above Kompressor™ requiring manual removal.,1,1,0,0,0,0
There's a ring inside the canister that all debris is supposed to stay below and the ring is there to help push out the debris.  The issue is pet hair constantly gets stuck above the ring and then clogs the units.  Poor design and quite annoying.,1,1,0,0,0,0
Pet hair gets stuck in the back of the canister between the plastic piece you push down to compress the dirt and the filter and there's no way to access that space besides getting a wire and fishing out the clogged hair. I've had to do this after each use. After only vacuuming 3 rooms. It's super annoying and poorly designed.,1,1,0,0,0,0
"I purchased it expecting it to be effective on pet hair. If there is any accumulation of pet hair (more than light shedding from 1-2 days), it repeatedly clogs and turns off. You have to stop and clean out the blockage, then start again. (Note that I only have 1 dog, and the shedding is not excessive.) ",1,1,0,0,0,0
